,darija,eng
1265,radd lbal,cautious
1266,dyal ddarra,atomic
1267,sirri,confidential
1268,7m9,foolish
1269,7me9,foolish
1270,mlwwen,colorful
1271,mlwwn,colorful
1272,bnin,delicious
1273,3ami9,thorough
1274,moghram,fond
1275,jdid,novel
1276,mntaDm,uniform
1277,mntaDem,uniform
1278,mtnas9,coherent
1279,mtnase9,coherent
1280,majiid,glorious
1281,majid,glorious
1282,nfsi,psychiatric
1283,nefsi,psychiatric
1284,mo3jami,lexical
1285,tTawwori,evolutionary
1286,kayrbbi,disciplinary
1287,t2dibi,disciplinary
1288,3tibaaTyan,arbitrary
1289,kayfrre7,delightful
1290,kayfrr7,delightful
1291,kayfarra7,delightful
1292,mtchrred,homeless
1293,chmkar,homeless
1294,gharib,weird
1295,ghariib,weird
1296,fa2iD,excess
1297,zyada,excess
1298,7amimi,intimate
1299,7amiimi,intimate
1300,8a2il,formidable
1301,tdriji,gradual
1302,tdriiji,gradual
1303,tedriiji,gradual
1304,flkharj,outdoor
1305,mi8ani,vocational
1306,tlkhdma,vocational
1307,3aalami,worldwide
1308,3alami,worldwide
1309,7chman,ashamed
1310,tnDimi,organizational
1311,khbit,wicked
1312,takhayyoli,imaginative
1313,3ajib,bizarre
1314,3ajiib,bizarre
1315,ni8a2i,eventual
1316,ni8aa2i,eventual
1317,mrtajl,spontaneous
1318,makaytSnne3ch,spontaneous
1319,wizari,ministerial
1320,wizaari,ministerial
1321,mobtakar,innovative
1322,mafaa8iimi,conceptual
1323,madani,civic
1324,7eyy,vivid
1325,tnna7w,grammatical
1326,mokhliS,faithful
1327,mtwsseT,medium
1328,mtwesseT,medium
1329,motawssiT,medium
1330,tkmili,supplementary
1331,tkmiili,supplementary
1332,jyoloji,geological
1333,jyolouji,geological
1334,bnnaa2,constructive
1335,bnna2,constructive
1336,kaybni,constructive
1337,ghayr mnTi9i,unreasonable
1338,ghayr manTi9i,unreasonable
1339,Darori,mandatory
1340,Darouri,mandatory
1341,mchmmech,sunny
1342,ta3aawoni,co-operative
1343,solouki,behavioral
1344,soloki,behavioral
1345,mabaghich,unwilling
1346,S7i7,vigorous
1347,khtiyari,optional
1348,khtiari,optional
1349,aSli,indigenous
1350,manaje7ch,unsuccessful
1351,mam2ddebch,rude
1352,mam2eddebch,rude
1353,mamrbbich,rude
1354,mamrebbich,rude
1355,borjwazi,bourgeois
1356,bourjwazi,bourgeois
1357,3ilmani,secular
1358,momti3,enjoyable
1359,mo299at,provisional
1360,mow99at,provisional
1361,mosaa8im,instrumental
1362,mosa8im,instrumental
1363,mosaahim,instrumental
1364,akhir,terminal
1365,akhiir,terminal
1366,ni8aa2i,terminal
1367,ni8a2i,terminal
1368,niha2i,terminal
1369,3amali,handy
1370,mokttaf,dense
1371,fotoghrafi,photographic
1372,tlbaladia,municipal
1373,mt7mmes,passionate
1374,mt7mms,passionate
1375,mt7emmes,passionate
1376,m7doud,restrictive
1377,wa7id,lone
1378,daakhili,indoor
1379,mtwetter,tense
1380,mtwtter,tense
1381,mtwttr,tense
1382,blcontra,contractual
1383,ta3aa9odi,contractual
1384,ftiraDi,virtual
1385,ftiraaDi,virtual
1386,khaTir,grave
1387,atari,archaeological
1388,bayn,trivial
1389,kay8ezz,portable
1390,tafaa3oli,interactive
1391,tafa3oli,interactive
1392,w7chi,vicious
1393,we7chi,vicious
1394,chkli,nominal
1395,chekli,nominal
1396,makattnsach,memorable
1397,ka2ib,bleak
1398,t7tani,inferior
1399,tlmSaren,intestinal
1400,mokmmil,complementary
1401,mo8oub,talented
1402,mohoub,talented
1403,mow8ob,talented
1404,mow8oub,talented
1405,abadi,eternal
1406,jasadi,bodily
1407,si7ri,magical
1408,mf8oum,understandable
1409,mfhoum,understandable
1410,mfhom,understandable
1411,mf8om,understandable
1412,bayn,noticeable
1413,mawaD7ch,ambiguous
1414,aSli,authentic
1415,momkina,feasible
1416,magaddch,incapable
1417,ma9aderch,incapable
1418,ma9adrch,incapable
1419,komik,comic
1420,moD7ik,comic
1421,komidi,comic
1422,sti3mari,colonial
1423,sti3maai,colonial
1424,mn3azl,solitary
1425,3abati,vain
1426,moDirr,harmful
1427,ghamD,obscure
1428,khawi,vacant
1429,chyaTa,surplus
1430,kaytlSS9,sticky
1431,kaytlSSe9,sticky
1432,khfif,swift
1433,sri3,swift
1434,moSghghara,miniature
1435,bzzaf,ample
1436,machi Tabi3i,abnormal
1437,3orfi,customary
1438,kayDerr,sore
1439,kaydrr,sore
1440,mochi33,radioactive
1441,kay9tel,deadly
1442,kay9tl,deadly
1443,kay9tal,deadly
1444,m9boul,plausible
1445,m9bol,plausible
1446,9aabil,prone
1447,jtima3i,sociological
1448,jtimaa3i,sociological
1449,magaddch,helpless
1450,radd lbal,wary
1451,mam3rofch,unfamiliar
1452,jira7i,surgical
1453,jiraa7i,surgical
1454,mo3awin,supportive
1455,mo2nnat,feminine
1456,kayfrchekh,destructive
1457,kayferchekh,destructive
1458,kayfrchkh,destructive
1459,kiwalo,petty
1460,tonaa2i,bilateral
1461,tona2i,bilateral
1462,baghi,would-be
1463,naatj,consequent
1464,9wi,potent
1465,wa3r,potent
1466,S7i7,potent
1467,fasd,rotten
1468,faasd,rotten
1469,m3foun,rotten
1470,m3fon,rotten
1471,waa9i3i,factual
1472,wa9i3i,factual
1473,3amali,pragmatic
1474,pragmati,pragmatic
1475,ghayr morDi,unsatisfactory
1476,w9t joz2i,part-time
1477,mi8ani,occupational
1478,marin,flexible
1479,mch8or,prominent
1480,m3aarD,reluctant
1481,m3arD,reluctant
1482,mojrrad,abstract
1483,laa2i9,decent
1484,jjay,forthcoming
1485,mn7adr,steep
1486,kaytTbbe9,applicable
1487,kaytTebbe9,applicable
1488,kasoul,passive
1489,kasol,passive
1490,9bi7,grim
1491,ch8eb,blond
1492,ch8b,blond
1493,droka,imminent
1494,drok,imminent
1495,D3if,vulnerable
1496,mobrziT,rowdy
1497,frra3,talkative
1498,mozwwir,falsifier
1499,mo8jjij,rowdy
1500,mo3nfij,rowdy
1501,msbiTr,crazy
1502,m7chchech,drugged
1503,mSr8eT,scorner
1504,mSer8eT,scorner
1505,mSer8aT,scorner
1506,9walbi,trickster
1507,bkkay,crybaby
1508,mokhlwiD,deceitful
1509,7rayfi,skilled
1510,7rayfi,adroit
1511,mawaD7ch,unclear
1512,8aamichi,peripheral
1513,hamichi,peripheral
1514,motaw99a3,predictable
1515,8ojoumi,offensive
1516,8ojomi,offensive
1517,mtna9D,absurd
1518,mawsimi,seasonal
1519,jbbar,mighty
1520,jbbaar,mighty
1521,mrowwen,uneasy
1522,mrwwen,uneasy
1523,baSari,optical
1524,lani8a2i,infinite
1525,laani8aa2i,infinite
1526,mdikori,decorative
1527,kammi,quantitative
1528,mtnaasb,proportional
1529,biro9raTi,bureaucratic
1530,kayghir,jealous
1531,khayali,fancy
1532,mghyar,jealous
1533,ldid,delicious
1534,bayn,obvious
1535,mftou7,open
1536,meftou7,open
1537,sad,closed
1538,sadd,closed
1539,mesdoud,closed
1540,msdoud,closed
1541,msdod,closed
1542,m7loul,open
1543,m7lol,open
1544,me7loul,open
1545,me7lol,open
1546,ghaleT,wrong
1547,ghaaleT,wrong
1548,mbeddel,different
1549,mbddl,different
1550,S7i7,strong
1551,mwellef,used to
1552,mriguel,cunning
1553,dayekh,dizzy
1554,mdowwakh,dizzy
1555,mberrer,justified
1556,mbrrer,justified
1557,mberrar,justified
1558,mrtabT,engaged
1559,mrtabeT,engaged
1560,mertabeT,engaged
1561,mertabT,engaged
1562,mol8im,inspiring
1563,molhim,inspiring
1564,mchttet,sparse
1565,mchettat,sparse
1566,mchattet,sparse
1567,mchettet,sparse
1568,3aDim,mighty
1569,3aDym,mighty
1570,3aDiim,mighty
1571,boul7ya,beardy
1572,bol7ya,beardy
1573,boul7ia,beardy
1574,bol7ia,beardy
1575,zayd,extra
1576,zaid,extra
1577,khari9,miraculous
1578,khaari9,miraculous
1579,5ari9,miraculous
1580,kahriq,miraculous
1581,stitna2i,exceptional
1582,istitna2i,exceptional
1583,stitnaa2i,exceptional
1584,istitnaa2i,exceptional
1585,fransawi,french
1586,fransaoui,french
1587,sblyoni,spanish
1588,sbelioni,spanish
1589,sbalioni,spanish
1590,mirikani,american
1591,chinwi,chinese
1592,3rbi,arab
1593,3arbi,arab
1594,3erbi,arab
1595,3arabi,arab
1596,dima,always
1597,dayman,always
1598,machi,not
1599,ghaliban,often
1600,ghaaliban,often
1601,9aryban,soon
1602,9ariban,soon
1603,qaryban,soon
1604,qariban,soon
1605,bkri,early
1606,bekri,early
1607,barki,early
1608,bchwia,slowly
1609,bl8adawa,carefully
1610,imkn,perhaps
1611,yemken,perhaps
1612,imken,perhaps
1613,8na,here
1614,8naya,here
1615,l8i8,there
1616,lhih,there
1617,9rib,nearby
1618,lfo9,upstairs
1619,lfou9,upstairs
1620,lfog,upstairs
1621,lfoug,upstairs
1622,mn b3d,later
1623,men be3d,later
1624,mn be3d,later
1625,daba,now
1626,chwia,a little
1627,bzzaf,a lot
1628,bzaf,a lot
1629,kolliyan,totally
1630,flblaSa,instantly
1631,t9riban,almost
1632,ta9riban,almost
1633,te9riban,almost
1634,taqriban,almost
1635,mrra mrra,sometimes
1636,b3d lmrrat,sometimes
1637,b3d lmerrat,sometimes
1638,be3d lmerrat,sometimes
1639,ba3d lmarrat,sometimes
1640,naadiran,rarely
1641,nadiran,rarely
1642,walakin,however
1643,walakin,but
1644,zid 3liha,in addition
1645,kafi,enough
1646,kaafi,enough
1647,ga3,never
1648,dghya,quickly
1649,deghya,quickly
1650,dghia,quickly
1651,daghya,quickly
1652,bzzrba,quickly
1653,bzzerba,quickly
1654,bzzarba,quickly
1655,bzerba,quickly
1656,9bel,before
1657,9bl,before
1658,mnb3d,after
1659,mn b3d,after
1660,mn be3d,after
1661,mnbe3d,after
1662,9ariban,soon
1663,mazal,still
1664,mazal,yet
1665,akhiran,finally
1666,7rfyyan,literally
1667,7arfyyan,literally
1668,7erfian,literally
1669,7arfian,literally
1670,ghaliban,probably
1671,ghaaliban,probably
1672,yawmian,daily
1673,yawmiyyan,daily
1674,yawmyyan,daily
1675,mo2khkharan,recently
1676,mo2kharan,recently
1677,mo255aran,recently
1678,mjmou3in,together
1679,mjmo3in,together
1680,mejmou3in,together
1681,mejmo3in,together
1682,Sara7atan,frankly
1683,Saraa7atan,frankly
1684,bisalam,safely
1685,bi salam,safely
1686,3awttani,again
1687,3awtani,again
1688,3awdtani,again
1689,3awd tani,again
1690,lil2asaf,unfortunately
1691,lil asaf,unfortunately
1692,lilasaf,unfortunately
1693,khoSoSan,especially
1694,khoSouSan,especially
1695,klb,dog
1696,kalb,dog
1697,kelb,dog
1698,mch,cat
1699,moch,cat
1700,mech,cat
1701,7mar,donkey
1702,hmar,donkey
1703,himar,donkey
1704,zarafa,giraffe
1705,sb3,lion
1706,sbe3,lion
1707,sbaa,lion
1708,sba3,lion
1709,djaja,chicken
1710,frouj,cock
1711,farrouj,cock
1712,farouj,cock
1713,ghzala,gazelle
1714,nmr,tiger
1715,nmer,tiger
1716,nmar,tiger
1717,Db3,hyena
1718,Dbe3,hyena
1719,Dbaa,hyena
1720,Dba3,hyena
1721,7out,fish
1722,hout,fish
1723,houte,fish
1724,nmla,ant
1725,nemla,ant
1726,fkroun,turtle
1727,fekroun,turtle
1728,fakroun,turtle
1729,brbouch,snail
1730,beboch,snail
1731,babbouch,snail
1732,berbouch,snail
1733,bghl,mule
1734,bghel,mule
1735,bghal,mule
1736,3awd,horse
1737,aawd,horse
1738,3aoud,horse
1739,khrouf,sheep
1740,5rouf,sheep
1741,5rof,sheep
1742,khrof,sheep
1743,7awli,sheep
1744,hawli,sheep
1745,hewli,sheep
1746,7ouli,sheep
1747,n3ja,sheep
1748,ne3ja,sheep
1749,na3ja,sheep
1750,m3za,goat
1751,ma3za,goat
1752,me3za,goat
1753,maaza,goat
1754,timsa7,crocodile
1755,timsah,crocodile
1756,fil,elephant
1757,fyl,elephant
1758,3jl,calf
1759,3jel,calf
1760,3jal,calf
1761,aajel,calf
1762,dib,wolf
1763,dyb,wolf
1764,7llouf,pig
1765,7allouf,pig
1766,hallouf,pig
1767,hellouf,pig
1768,9rd,monkey
1769,9ard,monkey
1770,qard,monkey
1771,9erd,monkey
1772,Tobba,rat
1773,jml,camel
1774,jmal,camel
1775,jmel,camel
1776,dlfin,dolphin
1777,delfin,dolphin
1778,dalfine,dolphin
1779,moka,owl
1780,mouka,owl
1781,t3lb,fox
1782,the3leb,fox
1783,ta3lab,fox
1784,te3leb,fox
1785,bgra,cow
1786,bagra,cow
1787,begra,cow
1788,dobb,bear
1789,dob,bear
1790,9niwna,rabbit
1791,9nia,rabbit
1792,qnia,rabbit
1793,Twiyer,bird
1794,Twyer,bird
1795,Ter,bird
1796,Tir,bird
1797,ti9lit,lizard
1798,ti9lita,lizard
1799,tiqlit,lizard
1800,babbagha,parrot
1801,babbaghio,parrot
1802,babaghyo,parrot
1803,babbagha2,parrot
1804,far,mouse
1805,bTTa,duck
1806,baTTa,duck
1807,beTTa,duck
1808,crevit,shrimps
1809,bibi,turkey
1810,n7la,bee
1811,na7la,bee
1812,ne7la,bee
1813,ghrab,crow
1814,ghorab,crow
1815,7mama,pigeon
1816,hmama,pigeon
1817,bllarj,stork
1818,bellarj,stork
1819,belarj,stork
1820,belarj,stork
1821,n3ama,ostrich
1822,naama,ostrich
1823,gnfoud,hedgehog
1824,ganfoud,hedgehog
1825,khffach,bat
1826,khoffach,bat
1827,5ofach,bat
1828,5offach,bat
1829,jrana,frog
1830,sinjab,squirrel
1831,7nch,snake
1832,7ench,snake
1833,7anch,snake
1834,hench,snake
1835,okhToboT,octopus
1836,9irch,shark
1837,qirch,shark
1838,nsr,eagle
1839,nser,eagle
1840,biTri9,penguin
1841,biTriq,penguin
1842,faracha,butterfly
1843,rtila,spider
1844,3grba,scorpion
1845,aagrba,scorpion
1846,3garba,scorpion
1847,namousa,mosquito
1848,namosa,mosquito
1849,dbbana,fly
1850,debana,fly
1851,dbana,fly
1852,dbban,flies
1853,deban,flies
1854,dban,flies
1855,jrada,grasshopper
1856,jrada,grasshoppers
1857,douda,worm
1858,doud,worms
1859,7ayawan,animal
1860,hayawan,animal
1861,7achara,insect
1862,hachara,insect
1863,7acharat,insects
1864,hacharat,insects
1865,7ayawanat,animals
1866,hayawanat,animals
1867,3oSfor,bird
1868,tour,bull
1869,thour,bull
1870,thor,bull
1871,tor,bull
1872,samaka,fish
1873,daynaSour,dinosaur
1874,daynaSor,dinosaur
1875,bobris,lizard
1876,boubris,lizard
1877,bobriss,lizard
1878,boubriss,lizard
1879,9ondos,beaver
1880,b8ima,cattle
1881,bhima,cattle
1882,wzza,goose
1883,wezza,goose
1884,Taws,peafowl
1885,Taawous,peafowl
1886,Tawous,peafowl
1887,srdin,sardine
1888,smTa,eel
1889,semTa,eel
1890,samTa,eel
1891,fo9ma,seal
1892,foqma,seal
1893,srra9zzit,cockroach
1894,srra9 zzit,cockroach
1895,srra9 zit,cockroach
1896,boj3ran,cockroach
1897,bouj3ran,cockroach
1898,gml,louses
1899,gmel,louses
1900,gmal,louses
1901,mn9ar,beak
1902,man9ar,beak
1903,men9ar,beak
1904,manqar,beak
1905,jna7,wing
1906,jnah,wing
1907,richa,feather
1908,rycha,feather
1909,ghoul,beast
1910,ghol,beast
1911,faras nna8r,hippopotamus
1912,faras nnahr,hippopotamus
1913,wa7id l9arn,rhinoceros
1914,wahid l9arn,rhinoceros
1915,wahid lqarn,rhinoceros
1916,7imar wa7chi,zebra
1917,7imar w7chi,zebra
1918,ghzala,deer
1919,fa8d,leopard
1920,fahd,leopard
1921,fehd,leopard
1922,ferrouj,cock
1923,frroj,cock
1924,farouj,cock
1925,8od8od,hoopoe
1926,hodhod,hoopoe
1927,hamster,hamster
1928,8amster,hamster
1929,panda,panda
1930,ppanda,panda
1931,llama,llama
1932,koala,koala
1933,kwala,koala
1934,kowala,koala
1935,mousi9a,music
1936,musiqa,music
1937,rasm,painting
1938,rrasm,painting
1939,kamanja,violin
1940,3oud,oud
1941,chTi7,dance
1942,chTih,dance
1943,ghna,singing
1944,ghona,singing
1945,chi3r,poetry
1946,fenn,art
1947,fann,art
1948,msr7,theater
1949,masra7,theater
1950,masrah,theater
1951,mesre7,theater
1952,tSfi9,applause
1953,taSfi9,applause
1954,tSwira,photo
1955,tSwera,photo
1956,taSwira,photo
1957,ta9afa,culture
1958,taqafa,culture
1959,chita,brush
1960,khayal,imagination
1961,5ayal,imagination
1962,DDo,light
1963,Daw2,light
1964,ibda3,creativity
1965,ibdaa3,creativity
1966,jamal,beauty
1967,jamaal,beauty
1968,raw3a,magnificence
1969,chaa3ir,poet
1970,cha3ir,poet
1971,kaatib,writer
1972,katib,writer
1973,riwa2i,novelist
1974,riwaa2i,novelist
1975,mokhrij,film director
1976,mo5rij,film director
1977,momttil,actor
1978,momtil,actor
1979,mo2llif,author
1980,mo2allif,author
1981,mo2lif,author
1982,8ndasa,engineering
1983,8andasa,engineering
1984,rasm,drawing
1985,n7t,sculpture
1986,na7t,sculpture
1987,mt7f,museum
1988,mot7af,museum
1989,Tbl,drum
1990,Tbel,drum
1991,Tbal,drum
1992,piano,piano
1993,guitar,guitar
1994,gitar,guitar
1995,nghma,tone
1996,neghma,tone
1997,naghma,tone
1998,osloub,style
1999,oslob,style
2000,ofo9i,horizontal
2001,ofoqi,horizontal
2002,3amoudi,vertical
2003,3amodi,vertical
2004,chm3a,candle
2005,cham3a,candle
2006,chem3a,candle
2007,nsijam,harmony
2008,insijam,harmony
2009,tze3zi3,vibration
2010,tza3zi3,vibration
2011,tz3zi3,vibration
2012,i9a3,rhythm
2013,iy9a3,rhythm
2014,iqa3,rhythm
2015,t2tir,impression
2016,ta2tir,impression
2017,ta2thir,impression
2018,te2tir,impression
2019,t2Tir,supervising
2020,ta2Tir,supervising
2021,te2Tir,supervising
2022,tSmim,design
2023,taSmim,design
2024,t3bir,expression
2025,te3bir,expression
2026,ta3bir,expression
2027,taabir,expression
2028,ti9nia,technique
2029,tiqnia,technique
2030,tikrar,repetition
2031,m3awda,repetition
2032,tamatoul,symmetry
2033,tamatol,symmetry
2034,tamathoul,symmetry
2035,bou3d,dimension
2036,bo3d,dimension
2037,bo3d,remote
2038,masafa,distance
2039,massafa,distance
2040,gnTra,bridge
2041,ganTra,bridge
2042,guenTra,bridge
2043,khTT,line
2044,khaTT,line
2045,kheTT,line
2046,morbba3,square
2047,morba3,square
2048,morbba3,square
2049,dwwara,circle
2050,da2ira,circle
2051,motllat,triangle
2052,motlat,triangle
2053,mostaTil,rectangle
2054,n9Ta,point
2055,no9Ta,point
2056,Sout,voice
2057,Saout,voice
2058,zwin,beautiful
2059,zwen,beautiful
2060,khayal,fiction
2061,5ayal,fiction
2062,chaacha,screen
2063,chacha,screen
2064,koumidia,comedy
2065,koumidya,comedy
2066,comedia,comedy
2067,taarikhi,historical
2068,tarikhi,historical
2069,tari5i,historical
2070,taari5i,historical
2071,Sout,sound
2072,Sawt,sound
2073,Saout,sound
2074,Sot,sound
2075,adat,instrument
2076,adaat,instrument
2077,nghma,tone
2078,naghma,tone
2079,neghma,tone
2080,m3riD,exhibition
2081,ma3riD,exhibition
2082,mi8rajan,festival
2083,mihrajan,festival
2084,makiaj,makeup
2085,makyaj,makeup
2086,baTal,hero
2087,ch3bi,popular
2088,che3bi,popular
2089,cha3bi,popular
2090,riwaya,novel
2091,moslsal,series
2092,mosellsal,series
2093,mouselsal,series
2094,9anat,channel
2095,qanat,channel
2096,9anaat,channel
2097,ich8ar,advertisement
2098,moghnni,singer
2099,moghenni,singer
2100,moghanni,singer
2101,fr9a,band
2102,fer9a,band
2103,jou9,choir
2104,jo9,choir
2105,kasiTa,tape
2106,9anoun,qanun
2107,9anon,qanun
2108,9aanon,qanun
2109,7wayj,clothes
2110,7wayej,clothes
2111,7wayaj,clothes
2112,hwayej,clothes
2113,khatm,ring
2114,5atm,ring
2115,khatem,ring
2116,9amija,shirt
2117,qamija,shirt
2118,srwal,pants
2119,serwal,pants
2120,sarwal,pants
2121,kaskita,cap
2122,kasketa,cap
2123,sbbat,shoe
2124,sebbat,shoe
2125,t9achr,socks
2126,t9acher,socks
2127,tqacher,socks
2128,chort,shorts
2129,short,shorts
2130,kbbot,coat
2131,kabbot,coat
2132,kebbot,coat
2133,grafaTa,tie
2134,Trbouch,hat
2135,Tarbouch,hat
2136,Terbouch,hat
2137,Tarboch,hat
2138,tjakiTa,jacket
2139,jakiTa,jacket
2140,jakiT,jacket
2141,Saya,skirt
2142,slip,underpants
2143,chal,scarf
2144,djin,jeans
2145,kswa,dress
2146,kaswa,dress
2147,keswa,dress
2148,kostim,suit
2149,koustim,suit
2150,pijama,pajamas
2151,pyjama,pajamas
2152,likouch,diapers
2153,likoch,diapers
2154,ligat,gloves
2155,smTa,belt
2156,samTa,belt
2157,semTa,belt
2158,SDfa,button
2159,SaDfa,button
2160,SeDfa,button
2161,jib,pocket
2162,jayb,pocket
2163,Twang,earring
2164,Twaneg,earring
2165,Twanag,earring
2166,7ala9ate,earring
2167,snsla,necklace
2168,sensla,necklace
2169,selsla,necklace
2170,slsla,necklace
2171,gormiT,bracelet
2172,gourmiT,bracelet
2173,gourmeT,bracelet
2174,bsTam,wallet
2175,bzTam,wallet
2176,besTam,wallet
2177,bezTam,wallet
2178,mDll,umbrella
2179,mDall,umbrella
2180,mDell,umbrella
2181,mDalla,umbrella
2182,Tagia,skullcap
2183,Taguia,skullcap
2184,Tagyya,skullcap
2185,Taguyya,skullcap
2186,touni,football shirt
2187,toni,football shirt
2188,loun,color
2189,lawn,color
2190,laoun,color
2191,lwn,color
2192,7mr,red
2193,7mer,red
2194,khdr,green
2195,5dr,green
2196,khdar,green
2197,khder,green
2198,zr9,blue
2199,zra9,blue
2200,zre9,blue
2201,zraq,blue
2202,byed,white
2203,byad,white
2204,k7l,black
2205,k7al,black
2206,k7el,black
2207,limouni,orange
2208,gri,grey
2209,9hwi,brown
2210,9ahwi,brown
2211,qahwi,brown
2212,9ehwi,brown
2213,bonni,brown
2214,fanidi,pink
2215,wardi,pink
2216,werdi,pink
2217,ouardi,pink
2218,banafsaji,purple
2219,9ou9i,purple
2220,9o9i,purple
2221,Sfr,yellow
2222,Sfar,yellow
2223,Sfer,yellow
2224,maro,maroon
2225,lmaro,maroon
2226,bij,beige
2227,beige,beige
2228,baaj,beige
2229,d8bi,gold
2230,de8bi,gold
2231,dehbi,gold
2232,Dahbi,gold
2233,khzzi,army green
2234,khezzi,army green
2235,khassi,army green
2236,mghlou9,dark
2237,maghlou9,dark
2238,maghlouq,dark
2239,meglou9,dark
2240,mftou7,light
2241,meftou7,light
2242,maftouh,light
2243,maftou7,light
2244,l,the
2245,el,the
2246,al,the
2247,wa7d,a
2248,wahd,a
2249,wa7d,an
2250,wahd,an
2251,chwia,a little
2252,chouia,a little
2253,bzaf,a lot
2254,bezaf,a lot
2255,bezzaf,a lot
2256,bzzaf,a lot
2257,ayy,any
2258,bjoj,both
2259,bjouj,both
2260,akhor,another
2261,a5or,another
2262,b7al,such
2263,bhal,such
2264,aghlabia,most
2265,3rram,plenty of
2266,3erram,plenty of
2267,flous,money
2268,flouss,money
2269,l3a9a,money
2270,ll3a9a,money
2271,ll3aqa,money
2272,stitmar,investment
2273,istitmar,investment
2274,raslmal,capital
2275,ras lmal,capital
2276,ttaman,price
2277,taman,price
2278,Talab,demand
2279,kra,rent
2280,lkra,rent
2281,salaf,loan
2282,9rD,loan
2283,9arD,loan
2284,9erD,loan
2285,kridi,credit
2286,9tiSad,economy
2287,9tissad,economy
2288,byya3,seller
2289,beyya3,seller
2290,beya3,seller
2291,bya3,seller
2292,chrray,buyer
2293,chray,buyer
2294,lbi3,selling
2295,chchra,bying
2296,sou9,market
2297,souq,market
2298,souk,market
2299,charika,company
2300,dr8m,dirham
2301,drhm,dirham
2302,der8am,dirham
2303,dirham,dirham
2304,jma3a,group
2305,tti7ad,union
2306,iti7ad,union
2307,itihad,union
2308,ittihad,union
2309,7tikar,monopoly
2310,htikar,monopoly
